,STORYNUMBER,CODER,YEAR,PUBLICATIONDATE,URL,PUBLISHER,STORYTYPE,STORYTOPIC,STORYGENERICFRAMESDOMINANT,STORYGENERICFRAMESSECONDARY,STORYEMOTIONALFRAMES,STORYCONTAINSFALSESTATEMENT,STORYCLAIMSANOTHERSOURCEISFALSE,STORYFACTCHECKSTWEET,SENSATIONALISM,src_expert,src_opponent,src_otherpolitician,src_privatecitizen,src_media,src_other,NUMBEROFTWEETSBYCANDIDATES,NUMBEROFTWEETSFROMOTHERS,TWEETBY,TWEETPRESENTATION,TWEETGENERICFRAMESDOMINANT,TWEETGENERICFRAMESSECONDARY,TWEETEMOTIONALFRAMES,TWEETCONTAINSFALSESTATEMENT,TWEETCLAIMSSOMETHINGELSEISFALSE,TWEETTOPIC,TWEETROLETOTHESTORY,STORYROLETOTWEET,filter_$,SRC_TOTAL,PUBLISHERYEAR
0,1.0,1.0,2020,2020-09-07,https://www.foxnews.com/politics/trump-thanks-john-kelly-aide-denies-atlantic-story,fox,hard news,media,conflict,,negative,no,yes,no,no,no,no,yes,no,yes,no,1.0,1.0,trump,embedded_cited,conflict,,negative,no,yes,media,trigger,amplifies the tweet,Not Selected,2.0,fox2020
1,2.0,1.0,2020,2020-09-08,https://www.foxnews.com/media/trump-tweets-joe-rogan-biden-dying-battery,fox,soft news,attack,conflict,,negative,no,no,no,yes,no,no,no,yes,yes,no,1.0,1.0,trump,embedded,conflict,,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,2.0,fox2020
2,3.0,1.0,2020,2020-09-09,https://www.foxnews.com/politics/trump-rips-cuomo-rochester-mayor-after-mass-police-department-resignations,fox,hard news,attack,conflict,responsibility,negative,no,no,no,yes,no,no,yes,no,no,yes,1.0,0.0,trump,embedded_cited,conflict,responsibility,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,2.0,fox2020
3,4.0,1.0,2020,2020-09-12,https://www.foxnews.com/politics/twitter-trump-tweet-voting-north-carolina-voting-illegal,fox,hard news,media,conflict,responsibility,negative,no,yes,no,no,yes,no,yes,no,yes,yes,1.0,1.0,trump,embedded_cited,conflict,responsibility,negative,yes,no,call to action,trigger,amplifies the tweet,Not Selected,4.0,fox2020
4,5.0,1.0,2020,2020-09-13,https://www.foxnews.com/politics/trump-slams-bill-de-blasio-for-telling-new-yorkers-to-enjoy-beautiful-day-in-nyc,fox,soft news,attack,conflict,responsibility,negative,no,no,no,yes,yes,no,yes,no,no,yes,1.0,1.0,trump,embedded_cited,conflict,responsibility,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,3.0,fox2020
5,6.0,1.0,2020,2020-09-15,https://www.foxnews.com/politics/trump-says-if-weak-biden-can-vote-in-person-any-american-can-do-it,fox,soft news,attack,conflict,,negative,yes,no,no,yes,no,no,yes,no,no,no,1.0,0.0,trump,embedded_cited,conflict,,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,1.0,fox2020
6,7.0,1.0,2020,2020-09-16,https://www.foxnews.com/media/trump-cnbc-jim-cramer-crazy-nancy-pelosi,fox,soft news,attack,conflict,,negative,no,no,no,yes,no,no,no,no,no,no,1.0,0.0,trump,embedded_cited,conflict,,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,0.0,fox2020
7,8.0,1.0,2020,2020-09-16,https://www.foxnews.com/politics/trump-campaign-asks-twitter-to-mark-biden-coronavirus-ad-as-manipulated-media-but-company-declines,fox,hard news,attack,conflict,,negative,no,yes,no,no,no,no,yes,no,yes,no,2.0,0.0,trump,embedded_cited,conflict,,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,2.0,fox2020
8,8.0,1.0,2020,2020-09-16,https://www.foxnews.com/politics/trump-campaign-asks-twitter-to-mark-biden-coronavirus-ad-as-manipulated-media-but-company-declines,fox,,,,,,,,,,no,no,no,no,no,no,2.0,0.0,biden,embedded,conflict,responsibility,negative,no,yes,attack,trigger,ctiticizes the tweet,Not Selected,0.0,fox2020
9,9.0,1.0,2020,2020-09-17,https://www.foxnews.com/politics/bail-fund-backed-by-kamala-harris-and-biden-staffers-bailed-out-alleged-child-abuser,fox,soft news,attack,conflict,responsibility,negative,yes,no,no,yes,no,no,no,no,no,yes,1.0,0.0,harris,embedded_cited,economic,,positive,no,no,call to action,trigger,ctiticizes the tweet,Not Selected,1.0,fox2020
10,10.0,1.0,2020,2020-09-19,https://www.foxnews.com/politics/trump-urges-republicans-fill-ginsburg-vacancy-without-delay,fox,hard news,policy issue,conflict,morality,negative,no,no,no,no,yes,yes,yes,no,yes,no,1.0,0.0,trump,embedded_cited,responsibility,morality,positive,no,no,policy issue,trigger,amplifies the tweet,Not Selected,3.0,fox2020
11,11.0,1.0,2020,2020-09-19,https://www.foxnews.com/politics/harris-tribute-rgb-supreme-court,fox,hard news,policy issue,conflict,morality,negative,no,no,no,no,yes,no,yes,no,no,no,2.0,0.0,harris,embedded_cited,responsibility,,positive,no,no,policy issue,trigger,neutral,Not Selected,2.0,fox2020
12,11.0,1.0,2020,2020-09-19,https://www.foxnews.com/politics/harris-tribute-rgb-supreme-court,fox,,,,,,,,,,no,no,no,no,no,no,2.0,0.0,biden,embedded,conflict,,positive,no,no,policy issue,illustration,neutral,Not Selected,0.0,fox2020
13,12.0,1.0,2020,2020-09-27,https://www.foxnews.com/politics/biden-campaign-responds-trump-drug-test-comments,fox,soft news,attack,conflict,,negative,no,no,no,yes,no,yes,no,no,no,no,2.0,0.0,trump,embedded_cited,conflict,,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,0.0,fox2020
14,12.0,1.0,2020,2020-09-27,https://www.foxnews.com/politics/biden-campaign-responds-trump-drug-test-comments,fox,,,,,,,,,,no,no,no,no,no,no,,0.0,trump,embedded_cited,conflict,,negative,no,no,attack,illustration,amplifies the tweet,Not Selected,0.0,fox2020
15,13.0,1.0,2020,2020-09-28,https://www.foxnews.com/politics/trump-on-defense-after-nyt-publishes-tax-info-says-he-is-entitled-to-credits-like-everyone-else,fox,4.0,scandal,conflict,,negative,no,yes,no,no,yes,yes,no,no,no,yes,4.0,0.0,trump,embedded_cited,conflict,,negative,yes,yes,media,trigger,amplifies the tweet,Not Selected,2.0,fox2020
16,13.0,1.0,2020,2020-09-28,https://www.foxnews.com/politics/trump-on-defense-after-nyt-publishes-tax-info-says-he-is-entitled-to-credits-like-everyone-else,fox,,,,,,,,,,no,no,no,no,no,no,,0.0,trump,embedded_cited,conflict,,negative,no,yes,media,trigger,amplifies the tweet,Not Selected,0.0,fox2020
17,13.0,1.0,2020,2020-09-28,https://www.foxnews.com/politics/trump-on-defense-after-nyt-publishes-tax-info-says-he-is-entitled-to-credits-like-everyone-else,fox,,,,,,,,,,no,no,no,no,no,no,,0.0,trump,embedded,morality,,positive,no,no,character traits,trigger,amplifies the tweet,Not Selected,0.0,fox2020
18,13.0,1.0,2020,2020-09-28,https://www.foxnews.com/politics/trump-on-defense-after-nyt-publishes-tax-info-says-he-is-entitled-to-credits-like-everyone-else,fox,,,,,,,,,,no,no,no,no,no,no,,0.0,biden,embedded,conflict,morality,negative,no,no,attack,illustration,neutral,Not Selected,0.0,fox2020
19,14.0,1.0,2020,2020-09-29,https://www.foxnews.com/politics/biden-mocks-trump-campaign-with-tweet-touting-earpiece-and-performance-enhancers-ahead-of-debate,fox,soft news,attack,conflict,,negative,no,yes,no,yes,no,no,no,no,no,no,1.0,0.0,biden,embedded_cited,conflict,,positive,no,no,other,trigger,amplifies the tweet,Not Selected,0.0,fox2020
20,15.0,1.0,2020,2020-09-30,https://www.foxnews.com/politics/trump-biden-radical-left-debate,fox,hard news,attack,conflict,,negative,no,yes,no,no,no,yes,yes,no,no,yes,1.0,1.0,trump,embedded_cited,conflict,,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,2.0,fox2020
21,16.0,1.0,2020,2020-09-30,https://www.foxnews.com/us/kyle-rittenhouses-attorney-sue-joe-biden-campaign-libel,fox,hard news,other,conflict,responsibility,negative,no,no,no,no,yes,no,no,no,yes,yes,1.0,1.0,biden,embedded_cited,conflict,morality,negative,no,no,attack,trigger,ctiticizes the tweet,Not Selected,3.0,fox2020
22,17.0,1.0,2020,2020-10-02,https://www.foxnews.com/politics/vp-mike-pence-karen-pence-test-negative-for-coronavirus-spokesman-says,fox,hard news,covid,human interest,,positive,no,no,no,no,yes,no,yes,no,no,yes,1.0,1.0,trump,embedded_cited,human interest,,positive,no,no,covid,illustration,neutral,Not Selected,3.0,fox2020
23,18.0,1.0,2020,2020-10-02,https://www.foxnews.com/politics/biden-responds-to-trumps-positive-coronavirus-tests-jill-and-i-send-our-thoughts-for-a-swift-recovery,fox,hard news,covid,human interest,,positive,no,no,no,no,no,yes,yes,no,yes,no,2.0,0.0,biden,embedded_cited,human interest,,positive,no,no,covid,trigger,amplifies the tweet,Not Selected,2.0,fox2020
24,18.0,1.0,2020,2020-10-02,https://www.foxnews.com/politics/biden-responds-to-trumps-positive-coronavirus-tests-jill-and-i-send-our-thoughts-for-a-swift-recovery,fox,,,,,,,,,,no,no,no,no,no,no,,0.0,harris,embedded,human interest,,positive,no,no,covid,trigger,amplifies the tweet,Not Selected,0.0,fox2020
25,19.0,1.0,2020,2020-10-03,https://www.foxnews.com/politics/trump-tweets-from-hospital-as-doc-confirms-remdesivir-treatment-going-well-i-think,fox,hard news,covid,human interest,,positive,no,no,no,no,yes,no,no,no,no,yes,1.0,1.0,trump,embedded_cited,human interest,,positive,no,no,covid,illustration,neutral,Not Selected,2.0,fox2020
26,20.0,1.0,2020,2020-10-03,https://www.foxnews.com/politics/trump-campaign-pence-coronavirus,fox,hard news,covid,human interest,,positive,no,no,no,no,yes,no,yes,no,no,no,2.0,0.0,trump,embedded_cited,human interest,,positive,no,no,covid,illustration,neutral,Not Selected,2.0,fox2020
27,20.0,1.0,2020,2020-10-03,https://www.foxnews.com/politics/trump-campaign-pence-coronavirus,fox,,,,,,,,,,no,no,no,no,no,no,,0.0,pence,embedded_cited,human interest,,positive,no,no,covid,trigger,amplifies the tweet,Not Selected,0.0,fox2020
28,21.0,1.0,2020,2020-10-04,https://www.foxnews.com/politics/trump-thanks-supporters-gathered-outside-hospital-as-he-battles-coronavirus-they-really-love-our-country,fox,hard news,covid,human interest,,positive,no,no,no,no,yes,no,yes,yes,yes,yes,2.0,0.0,trump,embedded_cited,human interest,,positive,no,no,covid,trigger,amplifies the tweet,Not Selected,5.0,fox2020
29,21.0,1.0,2020,2020-10-04,https://www.foxnews.com/politics/trump-thanks-supporters-gathered-outside-hospital-as-he-battles-coronavirus-they-really-love-our-country,fox,,,,,,,,,,no,no,no,no,no,no,,0.0,trump,embedded_cited,human interest,,positive,no,no,covid,illustration,amplifies the tweet,Not Selected,0.0,fox2020
30,22.0,1.0,2020,2020-10-05,https://www.foxnews.com/politics/trump-twitter-coronavirus-walter-reed,fox,soft news,covid,human interest,,positive,no,no,no,no,no,no,no,no,no,no,5.0,0.0,trump,embedded_cited,human interest,,positive,no,no,call to action,trigger,amplifies the tweet,Not Selected,0.0,fox2020
31,22.0,1.0,2020,2020-10-05,https://www.foxnews.com/politics/trump-twitter-coronavirus-walter-reed,fox,,,,,,,,,,no,no,no,no,no,no,,0.0,trump,embedded_cited,conflict,,positive,no,no,call to action,trigger,amplifies the tweet,Not Selected,0.0,fox2020
32,22.0,1.0,2020,2020-10-05,https://www.foxnews.com/politics/trump-twitter-coronavirus-walter-reed,fox,,,,,,,,,,no,no,no,no,no,no,,0.0,trump,embedded_cited,conflict,,negative,no,yes,media,trigger,amplifies the tweet,Not Selected,0.0,fox2020
33,22.0,1.0,2020,2020-10-05,https://www.foxnews.com/politics/trump-twitter-coronavirus-walter-reed,fox,,,,,,,,,,no,no,no,no,no,no,,0.0,trump,cited,economic,,positive,no,no,policy issue,trigger,amplifies the tweet,Not Selected,0.0,fox2020
34,22.0,1.0,2020,2020-10-05,https://www.foxnews.com/politics/trump-twitter-coronavirus-walter-reed,fox,,,,,,,,,,no,no,no,no,no,no,,0.0,trump,embedded,conflict,morality,negative,no,no,policy issue,trigger,amplifies the tweet,Not Selected,0.0,fox2020
35,23.0,1.0,2020,2020-10-05,https://www.foxnews.com/politics/president-trump-video-discharged-football,fox,soft news,covid,human interest,,positive,no,no,no,no,yes,no,no,no,no,no,1.0,0.0,trump,embedded_cited,human interest,,positive,no,no,covid,trigger,amplifies the tweet,Not Selected,1.0,fox2020
36,24.0,1.0,2020,2020-10-05,https://www.foxnews.com/politics/joe-biden-takes-shot-at-trump-over-wearing-masks-with-twitter-meme,fox,soft news,attack,conflict,responsibility,negative,no,no,no,yes,yes,yes,no,no,no,yes,1.0,0.0,biden,embedded_cited,conflict,responsibility,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,2.0,fox2020
37,25.0,1.0,2020,2020-10-05,https://www.foxnews.com/politics/trump-tweets-that-he-will-leave-walter-reed-medical-center-tonight-says-he-is-feeling-really-good,fox,soft news,covid,human interest,,positive,no,no,no,no,yes,no,yes,no,no,yes,1.0,1.0,trump,embedded_cited,human interest,,positive,no,no,covid,trigger,amplifies the tweet,Not Selected,3.0,fox2020
38,26.0,1.0,2020,2020-10-06,https://www.foxnews.com/media/alex-berenson-trump-coronavirus,fox,soft news,covid,conflict,responsibility,positive,no,no,no,no,no,no,no,no,yes,no,1.0,1.0,trump,embedded_cited,responsibility,,positive,no,no,covid,trigger,amplifies the tweet,Not Selected,1.0,fox2020
39,27.0,1.0,2020,2020-10-06,https://www.foxnews.com/us/trump-discharged-from-hospital-tweets-dont-be-afraid-of-covid-vows-to-resume-campaigning,fox,hard news,covid,human interest,,positive,no,no,no,no,no,no,no,no,yes,yes,1.0,0.0,trump,embedded_cited,human interest,,positive,no,no,covid,trigger,amplifies the tweet,Not Selected,2.0,fox2020
40,28.0,1.0,2020,2020-10-06,https://www.foxnews.com/politics/trump-authorizes-declassification-of-all-russia-collusion-hillary-clinton-email-probe-documents,fox,hard news,policy issue,conflict,,negative,no,no,no,no,yes,no,no,no,yes,yes,2.0,0.0,trump,embedded_cited,conflict,responsibility,negative,no,yes,attack,trigger,amplifies the tweet,Not Selected,3.0,fox2020
41,28.0,1.0,2020,2020-10-06,https://www.foxnews.com/politics/trump-authorizes-declassification-of-all-russia-collusion-hillary-clinton-email-probe-documents,fox,,,,,,,,,,no,no,no,no,no,no,,0.0,trump,embedded_cited,responsibility,conflict,negative,no,yes,attack,trigger,amplifies the tweet,Not Selected,0.0,fox2020
42,29.0,1.0,2020,2020-10-07,https://www.foxnews.com/entertainment/katherine-schwarzenegger-biden-trump-vote,fox,soft news,attack,conflict,morality,negative,no,no,no,yes,no,no,no,yes,no,no,1.0,1.0,trump,embedded_cited,human interest,responsibility,positive,no,no,covid,illustration,amplifies the tweet,Not Selected,1.0,fox2020
43,30.0,1.0,2020,2020-10-07,https://www.foxnews.com/media/fly-lands-pences-head-vp-debate-goes-viral,fox,soft news,other,human interest,,positive,no,no,no,yes,no,no,yes,yes,yes,yes,1.0,7.0,biden,embedded_cited,human interest,,positive,no,no,call to action,illustration,neutral,Not Selected,4.0,fox2020
44,31.0,1.0,2020,2020-10-08,https://www.foxnews.com/politics/pence-harris-biden-travel-to-arizona-trump-returns-to-oval-office,fox,hard news,campaign event or info,conflict,,positive,no,no,no,no,no,no,no,no,no,no,1.0,0.0,trump,embedded_cited,human interest,morality,positive,no,no,covid,illustration,amplifies the tweet,Not Selected,0.0,fox2020
45,32.0,1.0,2020,2020-10-08,https://www.foxnews.com/politics/vice-presidential-debate-both-trump-biden-campaign-claim-victory-after-pence-harris-showdown,fox,soft news,horserace,conflict,,positive,no,no,no,no,no,yes,yes,no,no,yes,4.0,0.0,trump,embedded_cited,conflict,,positive,no,no,horserace,trigger,amplifies the tweet,Not Selected,2.0,fox2020
46,32.0,1.0,2020,2020-10-08,https://www.foxnews.com/politics/vice-presidential-debate-both-trump-biden-campaign-claim-victory-after-pence-harris-showdown,fox,,,,,,,,,,no,no,no,no,no,no,,0.0,trump,embedded_cited,conflict,,positive,no,no,horserace,trigger,amplifies the tweet,Not Selected,0.0,fox2020
47,32.0,1.0,2020,2020-10-08,https://www.foxnews.com/politics/vice-presidential-debate-both-trump-biden-campaign-claim-victory-after-pence-harris-showdown,fox,,,,,,,,,,no,no,no,no,no,no,,0.0,biden,embedded_cited,responsibility,,positive,no,no,horserace,trigger,amplifies the tweet,Not Selected,0.0,fox2020
48,32.0,1.0,2020,2020-10-08,https://www.foxnews.com/politics/vice-presidential-debate-both-trump-biden-campaign-claim-victory-after-pence-harris-showdown,fox,,,,,,,,,,no,no,no,no,no,no,,0.0,biden,embedded_cited,responsibility,,positive,no,no,horserace,trigger,amplifies the tweet,Not Selected,0.0,fox2020
49,33.0,1.0,2020,2020-10-10,https://www.foxnews.com/politics/florida-police-chiefs-association-endorsement-trump,fox,hard news,endorsement,responsibility,,positive,no,no,no,no,no,no,no,no,no,yes,1.0,1.0,trump,embedded_cited,human interest,,positive,no,no,endorsement,illustration,neutral,Not Selected,1.0,fox2020
50,34.0,1.0,2020,2020-10-11,https://www.foxnews.com/politics/twitter-adds-warning-to-immune-tweet-by-us-president-trump,fox,hard news,media,conflict,,negative,no,yes,yes,no,yes,no,no,no,no,yes,1.0,0.0,trump,embedded_cited,human interest,,positive,yes,no,covid,trigger,amplifies the tweet,Not Selected,2.0,fox2020
51,35.0,1.0,2020,2020-10-11,https://www.foxnews.com/politics/kamala-harris-cbarrett-hearings-putting-lives-risk-participate-remotely,fox,soft news,attack,responsibility,conflict,negative,no,no,no,no,no,no,yes,no,no,yes,1.0,0.0,harris,embedded_cited,responsibility,conflict,negative,no,no,attack,trigger,neutral,Not Selected,2.0,fox2020
52,36.0,1.0,2020,2020-10-17,https://www.foxnews.com/politics/trump-blasts-michigan-for-misprinting-ballots-sent-to-military,fox,hard news,scandal,conflict,responsibility,negative,no,no,no,no,no,yes,yes,no,no,no,1.0,1.0,trump,embedded_cited,conflict,responsibility,negative,yes,yes,attack,trigger,amplifies the tweet,Not Selected,1.0,fox2020
53,37.0,1.0,2020,2020-10-05,https://www.foxnews.com/entertainment/chris-evans-stars-react-trumps-dont-be-afraid-of-covid-tweet,fox,soft news,covid,conflict,,negative,no,no,no,no,no,no,no,no,no,yes,1.0,6.0,trump,paraphrased,human interest,,positive,no,no,covid,trigger,neutral,Not Selected,1.0,fox2020
54,38.0,1.0,2020,2020-10-02,https://www.foxnews.com/entertainment/michael-rapaport-president-trump-positive-coronavirus-bleach,fox,soft news,attack,conflict,,negative,no,no,no,yes,no,no,no,no,no,yes,1.0,5.0,trump,embedded,human interest,,positive,no,no,covid,illustration,neutral,Not Selected,1.0,fox2020
55,39.0,1.0,2020,2020-10-08,https://www.foxnews.com/politics/trump-tweet-us-troops-afghanistan-christmas-taliban-negotiations,fox,hard news,policy issue,conflict,responsibility,negative,no,no,no,no,yes,no,yes,no,no,yes,1.0,0.0,trump,embedded_cited,human interest,,positive,no,no,policy issue,trigger,ctiticizes the tweet,Not Selected,3.0,fox2020
56,40.0,1.0,2020,2020-10-01,https://www.foxnews.com/food-drink/trump-mcdonalds-french-fries-hair-tweet,fox,soft news,other,human interest,,negative,no,yes,yes,yes,yes,no,yes,no,yes,yes,1.0,1.0,trump,embedded_cited,human interest,,positive,yes,no,other,trigger,amplifies the tweet,Not Selected,4.0,fox2020
57,41.0,1.0,2020,2020-09-24,https://www.foxnews.com/politics/trump-pac-12-college-football-season,fox,hard news,covid,human interest,,positive,no,no,no,no,yes,no,no,no,no,yes,1.0,0.0,trump,embedded_cited,human interest,responsibility,positive,no,no,other,trigger,amplifies the tweet,Not Selected,2.0,fox2020
58,42.0,1.0,2020,2020-09-07,https://www.foxnews.com/politics/trump-slams-violence-democratic-run-cities,fox,soft news,other,conflict,responsibility,negative,yes,no,yes,no,no,yes,yes,no,no,yes,1.0,1.0,trump,embedded_cited,responsibility,conflict,negative,no,no,attack,trigger,neutral,Not Selected,2.0,fox2020
59,43.0,1.0,2020,2020-09-23,https://www.foxnews.com/entertainment/trump-not-fan-meghan-markle-wishes-prince-harry-luck,fox,soft news,other,conflict,,negative,no,yes,yes,yes,no,no,no,no,no,yes,1.0,0.0,trump,embedded_cited,conflict,,negative,yes,yes,other,trigger,neutral,Not Selected,1.0,fox2020
60,44.0,1.0,2020,2020-10-02,https://www.foxnews.com/politics/timeline-trump-tests-positive-coronavirus,fox,soft news,covid,human interest,,positive,no,no,no,no,no,no,yes,no,yes,yes,2.0,1.0,trump,embedded_cited,human interest,,positive,no,no,covid,illustration,neutral,Not Selected,3.0,fox2020
61,44.0,1.0,2020,2020-10-02,https://www.foxnews.com/politics/timeline-trump-tests-positive-coronavirus,fox,,,,,,,,,,no,no,no,no,no,no,,0.0,trump,cited,human interest,,negative,no,no,covid,illustration,neutral,Not Selected,0.0,fox2020
62,45.0,1.0,2020,2020-10-04,https://www.foxnews.com/politics/supporters-gather-for-prayer-vigil-for-trump-outside-walter-reed,fox,soft news,covid,human interest,,positive,no,no,no,no,yes,yes,yes,yes,no,yes,2.0,3.0,trump,embedded_paraphrased,human interest,,positive,no,no,covid,illustration,amplifies the tweet,Not Selected,4.0,fox2020
63,45.0,1.0,2020,2020-10-04,https://www.foxnews.com/politics/supporters-gather-for-prayer-vigil-for-trump-outside-walter-reed,fox,,,,,,,,,,no,no,no,no,no,no,,0.0,trump,embedded,human interest,,positive,no,no,covid,illustration,amplifies the tweet,Not Selected,0.0,fox2020
64,46.0,1.0,2020,2020-10-08,https://www.foxnews.com/politics/trump-acknowledges-he-was-very-sick-when-he-was-hospitalized-for-covid,fox,soft news,policy issue,responsibility,conflict,positive,no,no,no,no,yes,no,no,no,no,yes,1.0,0.0,trump,embedded_cited,responsibility,conflict,positive,no,yes,policy issue,trigger,amplifies the tweet,Not Selected,2.0,fox2020
65,47.0,1.0,2020,2020-10-03,https://www.foxnews.com/politics/president-trump-completes-second-dose-of-the-remdesivir-drug,fox,hard news,covid,human interest,,positive,no,no,no,no,yes,no,no,no,no,yes,1.0,0.0,trump,embedded_cited,human interest,responsibility,positive,no,no,covid,illustration,amplifies the tweet,Not Selected,2.0,fox2020
66,48.0,1.0,2020,2020-10-07,https://www.foxnews.com/media/twitter-slaps-trump-tweet-with-another-disclaimer,fox,hard news,media,conflict,,negative,no,yes,yes,no,no,no,yes,no,yes,yes,1.0,1.0,trump,embedded_cited,conflict,responsibility,negative,yes,yes,media,trigger,amplifies the tweet,Not Selected,3.0,fox2020
67,49.0,1.0,2020,2020-10-03,https://www.foxnews.com/politics/trump-white-house-congress-facing-unclear-coronavirus-implications,fox,soft news,covid,human interest,,positive,no,no,no,no,no,no,yes,no,yes,yes,1.0,0.0,trump,embedded_cited,human interest,,positive,no,no,covid,illustration,neutral,Not Selected,3.0,fox2020
68,50.0,1.0,2020,2020-10-21,https://www.cnn.com/2020/10/20/politics/2020-election-trump/index.html,cnn,soft news,covid,conflict,,negative,no,no,no,no,yes,no,no,no,yes,yes,1.0,0.0,trump,paraphrased,conflict,,negative,no,yes,media,illustration,ctiticizes the tweet,Selected,3.0,cnn2020
69,51.0,1.0,2020,2020-10-22,https://www.cnn.com/2020/10/20/politics/trump-interview-60-minutes/index.html,cnn,soft news,media,conflict,,negative,no,no,no,no,yes,no,yes,no,yes,yes,1.0,1.0,trump,paraphrased,conflict,,negative,no,no,media,illustration,neutral,Selected,4.0,cnn2020
70,52.0,1.0,2020,2020-10-25,https://www.cnn.com/politics/live-news/us-election-news-10-25-2020/index.html,cnn,hard news,covid,conflict,,positive,no,no,no,no,no,no,no,no,no,yes,1.0,0.0,pence,paraphrased_linked,human interest,,positive,no,no,campaign event or info,illustration,neutral,Selected,1.0,cnn2020
